"Timestamp,""Name (It will be only used for the private records of the authors and will remain anonymous to the public audience)"",""1. How much experience do you have in web development?"",""2. Select the role that fits you best?"",""3. Which of the following stacks have you had experience with?"",""4. How much experience do you have in JAMstack?"",""5. How much experience do you have in traditional stacks (LAMP/MEAN/MERN)?"",""6. To which of the following stacks are you leaning towards? (3 - neutral)"",""7. Which of the following APIs and tools have you heard of and find useful for JAMstack?"",""8. Are there any APIs or tools for JAMstack that you would particularly point out?"",""Performance - With static pages delivered through CDN the loading speed of the JAMstack website usually achieves the highest possible score on speed tests. There are three aspects that are usually used as metrics of website speed and they are: LCP (largest contentful paint), FID (first input delay), CLS (cumulative layout shift)."",""Security – Thanks to the static storage or CDN that serves your application, APIs that are read-only and accessible exclusively for building environment, attacks can be reduced to minimum if not even removed completely. Since the layer has no database, sites are not vulnerable to server-side include injections. Besides, the use of external platforms such as Netlify can provide protection against DDOS and DNS attacks."",""Flexibility - JAMstack uses third-party services more known as headless CMS for managing content on the website. Since headless CMS are separated from the front-end of the website it means that the API that is created with headless CMS can be used and easily displayed across multiple platforms."",""Pricing - The whole JAMstack website requires a small amount of resources and can be hosted on CDN using some free static hosting like Netlify or GitHub Pages which will reduce the cost. "",""SEO - JAMstack page content is static which means that the speed of the website will be fast and indexing the pages of the website will be a lot easier in comparison with other web stacks which are the two most important factors for a good ranking on the internet."",""Developer experience - JAMstack developers have more freedom in choosing the technologies they will use in accordance with their knowledge, wishes and needs unlike other web stacks. The fact that front-end is separated from the backend makes developer experience far more enjoyable and easier because they can focus on one thing. Since JAMstack is static, all files can be stored on GitHub, Netlify or Vercel which makes the deployment easy and what matters to many, all for free. "",""Dynamic functionalities - While JAMstack can be dynamic it is usually harder to implement some dynamic functionality and it mostly requires relying on third-party services for adding more complex features (For example if you want to have search on your website you can't do it on your own. You will need to use Algolia or other third-party service)."",""Delay in live preview - Before seeing the actual changes on the website, everything needs to be pushed on Github. This can cause frequent delays especially when it comes to very dynamic sites that need constant changing of the content. "",""Availability -  In case the system goes down, your website will feel the consequences because there is no communication with the API. Whether a solution will be reached and if the system will function again, is out of your hands and depends entirely on the provider. "",""Confidentiality -  Entrusting all content to a third-party is the risk that confidential content could be disclosed."",""11. Did you encounter any other limitations or benefits that are not already listed while using JAMstack? Please describe them."",""Blog and Portfolio"",""E-commerce"",""Social media"",""News and Magazine"",""Media streaming"",""13. What would you list as the advantage of traditional stacks (LAMP, MEAN, MERN) over JAMstack? Please explain."",""14. In your experience so far, do you think JAMstack will be able to overcome other web stacks in the future and become de facto standard? Please elaborate your answer."",""Please explain your previous answer"",""Rate the survey"",""Comments or suggestions about the survey""";;;;;;;;;;;
"2021/05/25 9:28:55 am EET,"""",""1 - 3 years"",""Full-stack developer"",""LAMP"",""Less than a year"",""1 - 3 years"",""5"",""GraphQL"",""NOTE: I've never used JAMstack so that my answer to question no. 7 should not be considered (I marked GraphQL only because the question is mandatory). Even in question no. 4 I would like to write no experience."",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""I never used JAMstack, only LAMP "",""3"",""3"",""3"",""3"",""3"","""",""3"",""never used JAMstack"",""3"",""never used JAMstack""";;;;;;;;;;;
"2021/05/25 11:57:46 am EET,"""",""1 - 3 years"",""Back-end developer"",""LAMP";"MERN"",""Less than a year"",""1 - 3 years"",""2"",""Auth0";Netlify Forms;"GraphQL"","""",""4"",""3"",""4"",""5"",""4"",""4"",""2"",""4"",""4"",""3"","""",""1"",""3"",""5"",""1"",""4"","""",""2"","""",""4"",""""";;;;;;;;
"2021/09/13 12:45:47 pm EET,"""",""1 - 3 years"",""Front-end developer"",""JAMstack";"MEAN"",""1 - 3 years"",""1 - 3 years"",""3"",""Auth0";Netlify Forms;"GraphQL"",""Sanity"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""Headless cms's don't offer the value a traditional cms like wordpress has. Like creating live pages on the fly."",""1"",""3"",""5"",""1"",""5"",""Dynamic. Ability to be always dynamic hence suitable for live sites like video streaming, social media etc.";;;;;;;;
"Option to own your stack- With the traditional stack you could host your own database or stack and not be at the mercy of third party cloud providers."",""5"",""Unify the stack rather than have it decoupled and at the mercy of different third parties. For example I'll have to go to next js for my front end, fauna db for the back-end, netlify for hosting while with word press is just a single place."",""5"",""Great survey""";;;;;;;;;;;
"Timestamp,""Name (It will be only used for the private records of the authors and will remain anonymous to the public audience)"",""1. How much experience do you have in web development?"",""2. Select the role that fits you best?"",""3. Which of the following stacks have you had experience with?"",""4. How much experience do you have in JAMstack?"",""5. How much experience do you have in traditional stacks (LAMP/MEAN/MERN)?"",""6. To which of the following stacks are you leaning towards? (3 - neutral)"",""7. Which of the following APIs and tools have you heard of and find useful for JAMstack?"",""8. Are there any APIs or tools for JAMstack that you would particularly point out?"",""Performance - With static pages delivered through CDN the loading speed of the JAMstack website usually achieves the highest possible score on speed tests. There are three aspects that are usually used as metrics of website speed and they are: LCP (largest contentful paint), FID (first input delay), CLS (cumulative layout shift)."",""Security – Thanks to the static storage or CDN that serves your application, APIs that are read-only and accessible exclusively for building environment, attacks can be reduced to minimum if not even removed completely. Since the layer has no database, sites are not vulnerable to server-side include injections. Besides, the use of external platforms such as Netlify can provide protection against DDOS and DNS attacks."",""Flexibility - JAMstack uses third-party services more known as headless CMS for managing content on the website. Since headless CMS are separated from the front-end of the website it means that the API that is created with headless CMS can be used and easily displayed across multiple platforms."",""Pricing - The whole JAMstack website requires a small amount of resources and can be hosted on CDN using some free static hosting like Netlify or GitHub Pages which will reduce the cost. "",""SEO - JAMstack page content is static which means that the speed of the website will be fast and indexing the pages of the website will be a lot easier in comparison with other web stacks which are the two most important factors for a good ranking on the internet."",""Developer experience - JAMstack developers have more freedom in choosing the technologies they will use in accordance with their knowledge, wishes and needs unlike other web stacks. The fact that front-end is separated from the backend makes developer experience far more enjoyable and easier because they can focus on one thing. Since JAMstack is static, all files can be stored on GitHub, Netlify or Vercel which makes the deployment easy and what matters to many, all for free. "",""Dynamic functionalities - While JAMstack can be dynamic it is usually harder to implement some dynamic functionality and it mostly requires relying on third-party services for adding more complex features (For example if you want to have search on your website you can't do it on your own. You will need to use Algolia or other third-party service)."",""Delay in live preview - Before seeing the actual changes on the website, everything needs to be pushed on Github. This can cause frequent delays especially when it comes to very dynamic sites that need constant changing of the content. "",""Availability -  In case the system goes down, your website will feel the consequences because there is no communication with the API. Whether a solution will be reached and if the system will function again, is out of your hands and depends entirely on the provider. "",""Confidentiality -  Entrusting all content to a third-party is the risk that confidential content could be disclosed."",""11. Did you encounter any other limitations or benefits that are not already listed while using JAMstack? Please describe them."",""Blog and Portfolio"",""E-commerce"",""Social media"",""News and Magazine"",""Media streaming"",""13. What would you list as the advantage of traditional stacks (LAMP, MEAN, MERN) over JAMstack? Please explain."",""14. In your experience so far, do you think JAMstack will be able to overcome other web stacks in the future and become de facto standard? Please elaborate your answer."",""Rate the survey"",""Comments or suggestions about the survey""";;;;;;;;;;;
"2021/03/17 1:47:34 pm EET,""Mark Allan"",""More than 10 years"",""Full-stack developer"",""JAMstack";".NET"",""More than 3 years"",""More than 3 years"",""1"",""GraphQL"",""Hugo, Netlify CMS"",""5"",""5"",""4"",""5"",""5"",""5"",""3"",""2"",""2"",""1"",""Headless CMS still lags behind traditional Wordpress etc in usability for non-tech users "",""2"",""4"",""2"",""1"",""2"",""JAMstack is a paradigm that can take a while to get your head round beyond the basics."",""Not sure it'll ever become a de facto standard, but it'll certainly not fade away."",""4"",""""";;;;;;;;;;
"2021/03/17 2:18:12 pm EET,""Lautaro Lobo"",""1 - 3 years"",""Full-stack developer"",""JAMstack";"MERN"",""1 - 3 years"",""Less than a year"",""2"",""Auth0";"GraphQL"",""Vercel, surge.sh"",""5"",""5"",""4"",""5"",""5"",""5"",""3"",""2"",""5"",""5"","""",""1"",""5"",""5"",""1"",""3"",""LAMP, MEAN, MERN are more flexible, with more capabilities. Many functionalities that are data-heavy are easier to implement in these traditional stacks."",""It's growing, and it will keep growing. Probably will become the most used stack, yeah. Because it's simple, fast, and you can build almost anything with it. And it has a great community, lots of documentation, tutorials and it keeps evolving, it's not going to be deprecated anytime soon."",""5"",""""";;;;;;;;;
"2021/03/17 2:51:08 pm EET,""Tamas Piros"",""More than 10 years"",""Developer Experience Engineer"",""JAMstack";LAMP;MEAN;"MERN"",""1 - 3 years"",""More than 3 years"",""2"",""Algolia";Auth0;Netlify Forms;Snipcart;Stripe;Strapi;GraphQL;"FaunaDB"",""Cloudinary"",""2"",""5"",""5"",""3"",""3"",""4"",""2"",""5"",""4"",""3"",""n/a"",""1"",""4"",""4"",""2"",""2"",""A LAMP/MEAN/MERN stack would allow you to host everything and build the infrastructure, which may be what you need for a bespoke solution."",""In the world of web development one can never know. Edge computing is playing a rather important role in today's ecosystem and I see additions to the edge like web assembly which will open up a whole new set of avenues and possibilities. It's very hard to predict the future - just think about it, 2-3 years ago nobody would have stated that the Jamstack is going to be as popular as it is today. "",""5"",""I'm not sure if it was done deliberately but the question on Performance was slightly inaccurate. The three core web vital metrics listed are not necessarily a measure of performance of a site from a technical perspective but also taking RUM (real user metrics) into consideration. Furthermore, Jamstack sites have no effect on LCP, or CLS - those are implementation details.""";
"2021/03/17 6:20:30 pm EET,""Madhukar Anand"",""More than 10 years"",""Full-stack developer"",""JAMstack";LAMP;MEAN;MERN;"Full"",""More than 3 years"",""More than 3 years"",""1"",""Algolia";Auth0;Netlify Forms;Snipcart;Stripe;Strapi;GraphQL;"FaunaDB"",""Contentful"",""4"",""4"",""4"",""4"",""4"",""4"",""4"",""4"",""4"",""4"","""",""4"",""4"",""4"",""4"",""4"","""","""",""4"","""""
"2021/03/17 8:27:53 pm EET,""Dashon Hawkins"",""3 - 5 years"",""Full-stack developer"",""JAMstack";MERN;"PERN (PostgreSQL, Express, React, Node)"",""1 - 3 years"",""1 - 3 years"",""1"",""Algolia";Auth0;Netlify Forms;Snipcart;Stripe;Strapi;GraphQL;"FaunaDB"",""FaunaDB, GraphQL, Gatsby, Contenful, Sanity.io, Google Sheets, Serverless, Headless CMS, Vercel, NextJS, and Progressive Web Applications."",""5"",""5"",""5"",""4"",""5"",""5"",""3"",""2"",""2"",""2"",""It was (up until very recently - last 60 days) that if you needed to make changes, modify or add additional things that the build time in Gatsby was a bit long. It's been fixed and that you must use a third-party tool to properly compresss, lasy load and render (like a Cloudfare). There is no one perfect system or tool (they all have Pro's and Cons) so it's about choosing the right tool for the job."",""1"",""2"",""3"",""4"",""5"",""LAMP = Very battle tested, most established and most widely used by development comunity.";;
MEAN = Very Good (up to a certain point for certain scenarios) in enterprise level, Object-Oriented app way.;;;;;;;;;;;
MERN = The fastest growing stack in adoption that will or has already surpassed LAMP; easier learning curve. ;;;;;;;;;;
",Not in SSR (Server Side Rendering) heavy needed applications but yes in client side, SPA's, CMS's, and with the trend of decoupling and containerization progression + in combination toolings such as microservices, Progresive Web Apps, Decentralized Apps (D'Apps), Serverless fuctions, etc. It will continue to rise exponentially and it's place for a great deal of scenarios and situatiions."",""5"",""Clear, Straight forward, not too long (getting close...LOL) good questions. It may depend on what the end user is goinig to do with the response data. It just has to be clear that there is no proverbial 'Silver Bullet' in any of this. Again, it's about selecting the right tool(s) to effectively solve the end users pain points. That's why this industry it is key to always be learning and looking for other ways to solve problems more efficiently. Some of the limitations are not necessary limitations (like being at the mercy of a third party tool when it comes to security. Open source solves this in many ways along with your project security focused workflow.  """;;;;;;;;;;;
"2021/03/17 8:43:24 pm EET,""Abdirahman Farah"",""1 - 3 years"",""Full-stack developer"",""JAMstack";"MERN"",""Less than a year"",""1 - 3 years"",""1"",""Auth0";Netlify Forms;"GraphQL"","""",""4"",""3"",""4"",""5"",""4"",""5"",""5"",""4"",""4"",""4"","""",""5"",""2"",""2"",""4"",""4"","""","""",""4"",""""";;;;;;;;
"2021/03/17 11:06:16 pm EET,""Gavin"",""More than 10 years"",""Full-stack developer"",""JAMstack";LAMP;"MERN"",""1 - 3 years"",""More than 3 years"",""1"",""Auth0";Netlify Forms;Snipcart;Stripe;Strapi;GraphQL;"FaunaDB"",""Gatsby, REST"",""5"",""5"",""5"",""5"",""4"",""4"",""3"",""4"",""2"",""5"",""JAMstack falls short when encountering any sort of role-based authentication."",""1"",""2"",""5"",""2"",""3"",""It can be hard to prove compliance with PCI and HIPAA."",""A lot of the problems are being worked on. Like incremental builds in the new Gatsby v3 make large sites with thousands of pages feasible."",""5"",""Glad to participate!""";;;
"2021/03/18 2:38:37 am EET,""Brad Czerniak"",""More than 10 years"",""Full-stack developer"",""JAMstack";"LAMP"",""More than 3 years"",""More than 3 years"",""3"",""Algolia";Auth0;Netlify Forms;Snipcart;Stripe;"GraphQL"",""formsubmit.co"",""4"",""3"",""3"",""5"",""4"",""4"",""2"",""2"",""2"",""3"",""Content is reusable and can be saved as flat files in useful formats like markdown"",""1"",""3"",""4"",""3"",""4"",""Dynamism"",""It depends on how you define JAMstack"",""4"",""""";;;;;
"2021/03/18 10:04:43 am EET,""Omar"",""3 - 5 years"",""Front-end developer"",""JAMstack";LAMP;MEAN;"MERN"",""1 - 3 years"",""More than 3 years"",""1"",""Algolia";Netlify Forms;Stripe;Strapi;"GraphQL"","""",""3"",""5"",""5"",""2"",""5"",""4"",""5"",""5"",""5"",""2"",""Costs - Usually we have to add multiple third party service, It's not just one thing and that may cost more even if the cost of hosting itself is low."",""1"",""2"",""5"",""2"",""1"",""Content updates instantly"",""Nope, because it's not the best solution for everything, we still need other web stacks."",""4"",""""";;;;
"2021/03/18 6:07:58 pm EET,""Hillary Onyechekwa"",""1 - 3 years"",""Front-end developer"",""JAMstack";"MERN"",""1 - 3 years"",""Less than a year"",""2"",""Algolia";Auth0;Netlify Forms;Snipcart;Stripe;GraphQL;"FaunaDB"",""GraphCMS"",""5"",""4"",""5"",""5"",""5"",""4"",""3"",""3"",""5"",""5"","""",""1"",""1"",""5"",""1"",""5"",""control of the process from development to integration and automation to production"",""I think in the long run JAMstack with the help of technologies like serverless would not only overcome other traditional stacks but also become the standard for web development. Using serverless will help fill in spaces where having a traditional architecture seem to have an edge over JAMstack. JAMstack developers will become the new fullstack developers. Areas like performance are starting become larger areas of focus for the web development field"",""5"",""""";;;;
"2021/03/18 6:54:22 pm EET,""David Elster"",""More than 10 years"",""Full-stack developer"",""JAMstack";LAMP;MERN;"Vanilla WordPress (PHP+MySQL), leaner serverless options, true static"",""1 - 3 years"",""More than 3 years"",""1"",""Algolia";Auth0;Stripe;"GraphQL"",""Could have provided more ecommerce and backend options, nothing specific."",""4"",""4"",""5"",""5"",""3"",""5"",""2"",""1"",""2"",""4"",""Performance and security are the top 2, definitely. I think there should be more questions about accessibility here";" as that's part of performance."",""1"",""1"",""4"",""1"",""1"",""Controlling the back-end and tightly coupling it with the front-end means exactly what you'd imagine";" faster db queries and no 3rd party providers' eyes on your data. "",""Yes, but I think it will evolve a few times. Gen 1 was Gatsby, Gen 2 is Next.js, Gen 2.5 is a return-to-form with RedwoodJS, Gen 3 is the """"MACH stack"""", and so on."",""4"",""I didn't like this question:";;;
  7. Which of the following APIs and tools have you heard of and find useful for JAMstack?;;;;;;;;;;;
;;;;;;;;;;;
"This question is tricky because I had heard of all or most, but find few to be useful. I think it would be better as a 2 part: """"have you heard of x"""", """"if yes, do you find it useful?""""";;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
"In #9: Under """"Security"""", you have """"Netlifly"""" instead of """"Netlify""""";;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
"Also in #9: Under """"SEO"""" you have: ";;;;;;;;;;;
;;;;;;;;;;;
"JAMstack page content is static which means that the speed of the website will be fast and indexing the pages of the website will be a lot easier in comparison with other web stacks which are the two most important factors for a good ranking on the internet.""""";;;;;;;;;;;
;;;;;;;;;;;
"I think that's generally true, but JAMstack pages can have SSR that takes longer to fetch than cached, traditional pages. I gave this a 3, but on the whole feel it might be a 5.""";;;;;;;;;;;
"2021/03/19 8:51:31 am EET,""Law En Lerk"",""5 - 10 years"",""Full-stack developer"",""JAMstack";LAMP;"Django"",""More than 3 years"",""More than 3 years"",""1"",""Algolia";Auth0;Netlify Forms;Snipcart;Stripe;"GraphQL"",""Prismic, Contentful, Gatsby, Zapier, Airtable"",""5"",""4"",""4"",""4"",""4"",""5"",""4"",""4"",""2"",""2"",""Sometimes it's slightly tough to explain to clients why their site is not in WordPress."",""1"",""5"",""5"",""2"",""5"",""If you're building a web application with significant business logic, using a traditional stack will give you better flexibility and control (e.g. Using Django/RoR)."",""No. It will be the preferred solution for marketing websites, but it is not one size fits all. Every stack has its right purposes."",""4"",""""";;;;
"2021/03/21 7:16:52 am EET,""Brandon"",""3 - 5 years"",""Full-stack developer"",""JAMstack";LAMP;"MERN"",""1 - 3 years"",""1 - 3 years"",""1"",""Auth0";Stripe;"GraphQL"",""Gatsby"",""5"",""3"",""4"",""5"",""4"",""3"",""4"",""1"",""4"",""4"",""I did not"",""1"",""3"",""2"",""3"",""1"",""A lot quicker!"",""I think it's currently gaining a lot of ground on today's market already!"",""3"",""The questions on Page 2/3 seemed slightly biased";" they kind of call attention to BENEFITS of the JAMStack & then ask if those are important (which they definitely be). """;;;;;;
"2021/03/21 1:18:22 pm EET,""Jonathan Steele"",""1 - 3 years"",""Full-stack developer"",""JAMstack";LAMP;"MERN"",""More than 3 years"",""1 - 3 years"",""1"",""Algolia";Auth0;Stripe;"GraphQL"",""Next.js"",""4"",""4"",""4"",""3"",""4"",""5"",""2"",""1"",""2"",""3"","""",""1"",""3"",""2"",""2"",""4"","""","""",""4"",""""";;;;;;
"2021/03/23 5:49:26 pm EET,""Bob Chesley"",""More than 10 years"",""Front-end developer"",""JAMstack";LAMP;"MEAN"",""1 - 3 years"",""More than 3 years"",""1"",""Algolia";Auth0;Netlify Forms;Snipcart;Stripe;GraphQL;"FaunaDB"",""ContentFul for data"",""5"",""5"",""5"",""5"",""4"",""5"",""3"",""3"",""2"",""3"",""It can be easy to get started but there is a pretty significant learning curve."",""1"",""2"",""1"",""1"",""2"",""If your application requires integration to legacy back-end systems like accounting, WMS, etc... the older stacks probably have more 3rd party plugins or integrations."",""I do think JAMstack will grow exponentially over the next few years for all the reasons we have already discussed - cost, speed of rendering, flexibility, CDN delivery, and also it feels like a return to classic web development (i.e., writing clean HTML, CSS, and JavaScript)."",""5"",""Thanks for inviting me.""";;;
"2021/03/26 3:22:40 pm EET,""Tucker"",""3 - 5 years"",""Front-end developer"",""JAMstack";LAMP;"MERN"",""1 - 3 years"",""1 - 3 years"",""4"",""Netlify Forms";Snipcart;Stripe;Strapi;"GraphQL"",""Netlify is really nice"",""5"",""5"",""4"",""4"",""4"",""2"",""4"",""4"",""3"",""4"",""I've found that platforms like WordPress are easier for small clients and business to use, understand, and build with at least at this point. Connecting all the services together (and maintaining the connections) in JamStack can sometimes be a hassle and can cost more as well."",""2"",""4"",""5"",""3"",""3"",""Easier to get started with, better for clients, bigger ecosystems (so far), can be cheaper than paying for multiple services"",""I think Jamstack will be here to stay, but there is probably a place for both types. I hope to see Jamstack evolve so that platforms get better, ecosystems get bigger, integrations more tight, deploy times faster, etc. I think it will keep getting bigger over time. "",""5"",""""";;;;;
